1.16425925926,83.0,1.0,530.671253695,1.16425925926,83.0,1.0,530.671253695,2
1.55611111111,633.0,7.0,2882.87077747,1.55611111111,633.0,7.0,2882.87077747,2
1.57453703704,399.0,9.0,871.996877778,1.46287037037,343.0,7.0,791.534083325,2
1.38324074074,510.0,21.0,2333.69857708,1.45638888889,134.0,7.0,1772.36339485,0
1.26861111111,336.0,5.0,3822.11353824,1.37157407407,515.0,11.0,4010.12399855,1
1.35388888889,436.0,9.0,995.653427563,1.31712962963,991.0,29.0,1479.19207733,1
1.45018518519,835.0,24.0,2460.061024,1.51851851852,645.0,21.0,2076.89894894,2
1.42064814815,652.0,27.0,3495.20459228,1.45342592593,83.0,6.0,2768.80118477,0
1.50083333333,429.0,7.0,1959.80110686,1.46259259259,571.0,13.0,2168.84808435,1
1.50805555556,236.0,9.0,473.788675849,1.48564814815,1218.0,42.0,1400.99128117,1
1.45953703704,654.0,23.0,2197.91237435,1.45611111111,1015.0,33.0,2648.48902585,1
1.37546296296,273.0,18.0,395.593648525,1.4337037037,183.0,13.0,334.174466358,0
1.51157407407,339.0,8.0,1155.40640946,1.5375,394.0,10.0,1298.03199969,2
1.40990740741,222.0,9.0,468.476258025,1.40907407407,684.0,24.0,1327.18004029,1
1.45601851852,215.0,16.0,1259.19351604,1.48037037037,364.0,22.0,1584.07861149,1
1.52185185185,249.0,20.0,233.565839472,1.52203703704,249.0,20.0,233.655810562,2
