4.21401515152,1628.0,22.0,149.223943985,3.58617424242,1568.0,20.0,139.979392648,2
3.36079545455,838.0,30.0,376.484065621,4.16950757576,675.0,21.0,293.045209732,0
4.0303030303,876.0,31.0,361.616713118,3.36268939394,600.0,20.0,237.930482919,0
4.50378787879,741.0,30.0,1294.75532312,3.45833333333,466.0,17.0,1168.33509814,0
4.90435606061,1981.0,22.0,4.84323257432,4.13162878788,1947.0,22.0,5.66843147383,2
3.77746212121,1345.0,33.0,1124.6920833,3.96212121212,1382.0,31.0,1131.60225838,0
3.8428030303,954.0,29.0,394.99236685,4.43087121212,955.0,25.0,382.838519248,0
3.39488636364,961.0,30.0,1184.49414242,3.46117424242,724.0,21.0,1127.60235074,0
4.00293255132,1746.0,22.0,348.784039429,4.69110459433,1813.0,23.0,298.13833157,2
3.78592375367,1343.0,33.0,1562.70106801,3.91397849462,1940.0,49.0,1945.17055715,1
3.19648093842,766.0,22.0,706.699428301,4.75855327468,1050.0,35.0,1026.20964732,1
3.24926686217,723.0,19.0,603.079289728,4.3284457478,696.0,18.0,598.093574091,2
3.26799242424,1392.0,20.0,1173.98913854,3.06439393939,1408.0,22.0,1258.08897121,1
3.14109848485,1715.0,31.0,2995.84440642,3.75473484848,2298.0,47.0,3397.58462107,1
3.78503787879,1023.0,28.0,894.727096964,3.34848484848,1461.0,40.0,1141.47535637,2
3.28314393939,584.0,15.0,63.9071395776,3.75568181818,581.0,15.0,66.164084022,2
