0.929585798817,251.0,5.0,214.270822489,0.96100591716,320.0,10.0,363.448190088,B
0.881538461538,172.0,4.0,507.065850579,0.978343195266,331.0,12.0,773.951913067,B
0.921301775148,342.0,6.0,2149.12707559,0.987573964497,464.0,12.0,2349.56416127,B
1.00763313609,1210.0,23.0,1945.48403627,1.02573964497,739.0,8.0,1263.28130702,A
0.91349112426,326.0,6.0,645.050962207,1.03130177515,597.0,16.0,1387.1609711,B
1.02289940828,221.0,5.0,62.8852389307,0.940236686391,257.0,9.0,126.200616099,B
0.954556213018,1311.0,19.0,4336.11932793,1.05544378698,753.0,10.0,3684.47047798,A
0.992130177515,998.0,14.0,780.250627163,0.932781065089,741.0,7.0,101.405183919,A
1.02639053254,363.0,6.0,640.811893491,0.97,652.0,17.0,1488.55877846,B
0.98573964497,582.0,7.0,627.779179059,0.940414201183,629.0,12.0,755.568678071,B
0.979644970414,1311.0,22.0,1785.00939845,0.990946745562,755.0,8.0,521.924030233,A
0.97349112426,1174.0,17.0,2175.49600889,0.945443786982,742.0,8.0,380.217798312,A
1.08798816568,445.0,6.0,884.824265996,0.986923076923,676.0,16.0,1684.20768347,B
0.955917159763,434.0,8.0,1526.01285659,1.00692307692,564.0,15.0,1840.65009086,B
1.00863905325,895.0,12.0,660.461350691,0.98573964497,757.0,7.0,405.879115871,A
0.981301775148,821.0,10.0,663.122769773,0.887692307692,717.0,7.0,126.329863419,A
