3.186875,1061.0,18.0,65.6235484375,3.435,1050.0,16.0,44.11094375,A
2.436875,969.0,15.0,84.6730484375,3.32875,967.0,15.0,89.96135,B
3.17,1761.0,20.0,1778.10394375,3.3025,2049.0,28.0,2075.49736094,B
3.41125,868.0,16.0,163.257437109,3.28125,994.0,19.0,300.12974375,B
3.294375,999.0,17.0,120.038405859,3.255625,987.0,16.0,95.7151714844,B
3.190625,1479.0,19.0,845.98224375,3.07,1666.0,25.0,1039.18799375,B
2.871875,1233.0,22.0,3360.50062148,3.174375,1646.0,31.0,3776.99412344,B
3.405625,852.0,17.0,725.3004,3.279375,1097.0,25.0,1122.90932773,B
3.015,925.0,17.0,242.09694375,3.451875,914.0,16.0,198.486835938,B
2.80125,1109.0,18.0,492.179140234,3.415625,1155.0,19.0,619.451105859,B
3.35875,935.0,18.0,1565.70621094,2.7775,1173.0,26.0,2182.66631211,B
3.22875,815.0,14.0,180.142235937,3.669375,936.0,19.0,338.563085938,B
3.48375,950.0,17.0,174.817374609,3.264375,929.0,16.0,159.330465234,B
2.768125,1016.0,19.0,243.3574,3.195,930.0,16.0,171.641855859,A
2.839375,880.0,14.0,8.5411109375,2.751875,882.0,14.0,8.68540585937,A
3.20875,709.0,14.0,29.2010484375,3.125,745.0,14.0,18.37574375,A
