c1	c2	c3	c4	c5	c6	c7	c8	clase
0.944674556213	361.0	5.0	222.562032968	1.01065088757	367.0	5.0	226.466649753	1
0.947514792899	224.0	6.0	1733.76597014	0.909467455621	357.0	12.0	2009.01829908	1
0.981538461538	219.0	6.0	284.364401425	0.915384615385	610.0	24.0	736.57581981	1
1.01360946746	143.0	5.0	479.200623294	1.02414201183	336.0	13.0	710.927619744	1
0.98325443787	355.0	6.0	147.374863692	1.02301775148	377.0	9.0	190.982856381	1
1.04094674556	406.0	9.0	1291.71626414	0.922721893491	349.0	9.0	1141.40379232	2
1.01402366864	665.0	13.0	2388.28236152	0.949053254438	372.0	7.0	1945.43289469	2
0.936213017751	512.0	12.0	796.999836403	1.04272189349	281.0	8.0	402.237075659	2
0.899585798817	370.0	6.0	167.322679122	0.91573964497	394.0	10.0	218.529567816	1
0.996863905325	436.0	11.0	2785.25242791	0.982130177515	257.0	8.0	2164.01981237	2
0.965443786982	638.0	14.0	3098.59276732	0.90573964497	295.0	7.0	2570.65561311	0
0.921775147929	865.0	18.0	1853.58779805	0.991952662722	342.0	7.0	716.851957565	0
0.976982248521	369.0	6.0	120.353720286	1.0024852071	399.0	10.0	174.956889363	1
0.96573964497	433.0	8.0	3237.95808795	0.938520710059	343.0	9.0	2720.66900533	2
0.894142011834	553.0	12.0	2870.68803872	1.02189349112	358.0	8.0	2468.78281019	2
0.967633136095	807.0	15.0	1481.04867692	0.997869822485	369.0	8.0	610.663001082	2
1.0550295858	362.0	6.0	78.5156236686	0.939467455621	381.0	10.0	122.817194675	1
1.03331360947	313.0	6.0	249.956449603	1.00355029586	467.0	13.0	547.396037516	1
0.920118343195	334.0	8.0	439.585071055	1.0024852071	345.0	10.0	366.766007279	1
0.979171597633	314.0	6.0	448.265167732	1.04088757396	339.0	10.0	493.243121302	1
0.955384615385	413.0	6.0	1643.50074164	0.957633136095	433.0	8.0	1873.30846706	1
0.947869822485	113.0	5.0	1310.27046382	0.950591715976	177.0	9.0	1584.16177095	1
0.91875739645	121.0	5.0	629.505781657	1.06426035503	202.0	10.0	845.019011026	2
1.00727810651	140.0	5.0	105.215151217	1.00579881657	150.0	5.0	143.202612552	0
0.918639053254	489.0	11.0	5833.22221722	0.969526627219	295.0	7.0	5222.90965588	2
0.979644970414	333.0	10.0	1602.09894708	0.986568047337	175.0	4.0	1159.62176095	0
1.04781065089	165.0	6.0	1427.82366392	1.09786982249	103.0	3.0	913.409101989	0
1.05597633136	117.0	6.0	1362.964009	0.999408284024	63.0	3.0	1183.23354147	0
0.970177514793	430.0	10.0	4661.58065054	0.94875739645	344.0	10.0	4765.70326494	2
0.920473372781	664.0	15.0	3348.88816008	1.03573964497	198.0	6.0	2279.02190818	0
1.09573964497	185.0	7.0	3515.25625148	1.00840236686	77.0	4.0	2972.19986059	0
0.950355029586	81.0	5.0	688.313695862	0.952130177515	50.0	3.0	574.998043664	2
0.981715976331	568.0	7.0	4030.67060003	0.981715976331	629.0	9.0	4652.94286207	1
1.0475739645	280.0	6.0	2951.39569789	1.06905325444	361.0	11.0	3486.45502722	1
0.997278106509	263.0	6.0	693.008717832	0.907810650888	368.0	12.0	1173.88849086	1
1.05029585799	154.0	5.0	665.092310756	0.985443786982	200.0	8.0	757.491028224	1
1.01195266272	355.0	6.0	32.501287574	0.987218934911	358.0	7.0	37.2756758657	1
0.91775147929	234.0	7.0	467.034172511	0.976272189349	574.0	22.0	784.792644865	1
0.994733727811	840.0	17.0	2111.56570288	0.932426035503	475.0	11.0	1848.67638322	0
1.07136094675	1223.0	24.0	4835.31831161	0.980769230769	523.0	7.0	4159.16851411	0
0.992840236686	325.0	5.0	25.400441161	1.02372781065	327.0	7.0	29.7883683169	2
0.974911242604	224.0	7.0	504.032860232	0.993727810651	630.0	24.0	872.669897118	1
0.977692307692	566.0	15.0	2257.27509112	1.05272189349	727.0	22.0	2359.25679913	2
1.0173964497	1308.0	27.0	3987.91064269	1.00153846154	311.0	8.0	3254.31548335	0
1.03585798817	313.0	5.0	83.5710279892	1.02911242604	318.0	7.0	88.786094391	1
0.938816568047	246.0	7.0	406.91817582	0.917159763314	721.0	25.0	842.478857249	1
0.944852071006	317.0	10.0	1540.68856572	0.921183431953	1592.0	42.0	2701.88418802	2
1.02224852071	250.0	10.0	2495.46288019	0.995088757396	939.0	28.0	3095.91244111	2
0.947692307692	364.0	5.0	72.5004392388	0.943668639053	370.0	7.0	77.9043521025	1
1.00532544379	207.0	6.0	598.535266731	0.875857988166	414.0	18.0	814.970515945	1
0.958816568047	165.0	8.0	1590.97122696	0.990414201183	1017.0	34.0	2304.72642379	1
0.982366863905	81.0	6.0	1700.84094869	1.0926035503	607.0	26.0	2006.58285391	1
1.01414201183	596.0	7.0	678.378854981	1.03183431953	861.0	13.0	1441.42500978	1
0.970118343195	315.0	7.0	3660.96924283	0.974970414201	1108.0	27.0	4820.0295907	1
0.937100591716	213.0	9.0	2011.37825393	0.971893491124	225.0	9.0	2023.07348797	0
0.995976331361	5.0	2.0	134.755306449	0.929171597633	35.0	5.0	163.295825675	2
0.933136094675	314.0	6.0	3131.58208935	0.965680473373	763.0	17.0	4117.44852071	1
0.926686390533	444.0	9.0	1534.08659107	0.961715976331	700.0	24.0	1798.73811724	1
0.97201183432	423.0	12.0	2396.97910329	0.951301775148	293.0	7.0	2155.32945722	0
1.07852071006	583.0	12.0	5239.90961877	0.975857988166	355.0	5.0	4933.64613358	0
0.955562130178	457.0	13.0	1535.8151187	0.993136094675	668.0	16.0	1739.65625799	2
0.992603550296	535.0	19.0	2165.45849676	1.03378698225	214.0	7.0	1655.78810942	0
1.0175739645	315.0	12.0	1444.64901544	0.967159763314	136.0	4.0	1369.62703492	0
0.974852071006	484.0	18.0	3025.02445207	1.00562130178	133.0	6.0	2428.11451173	0
0.965147928994	152.0	8.0	2838.51979222	0.903313609467	294.0	14.0	2960.47300754	2
1.02893491124	42.0	4.0	496.754325129	0.952721893491	251.0	18.0	696.7911057	1
1.04461538462	187.0	7.0	1107.33843528	0.920650887574	225.0	8.0	1129.26158693	0
0.914556213018	180.0	8.0	2601.65936382	1.03189349112	92.0	4.0	2443.63036667	0
0.947396449704	111.0	4.0	545.726217765	0.914852071006	1012.0	36.0	1451.96306817	1
0.994733727811	146.0	4.0	534.129544102	1.03213017751	1195.0	40.0	1600.67336697	1
0.946568047337	748.0	19.0	3267.21385841	0.984674556213	395.0	7.0	2400.07195538	0
0.97899408284	452.0	13.0	1845.14362067	1.02426035503	320.0	5.0	1461.05991238	0
0.944615384615	293.0	5.0	4938.09918149	0.988343195266	1705.0	42.0	6702.18943724	1
0.971952662722	67.0	4.0	1077.59363879	1.0349704142	1016.0	38.0	2068.37279794	1
1.02869822485	844.0	20.0	4072.60245037	0.956094674556	371.0	8.0	2886.88300828	0
0.98201183432	875.0	19.0	5369.74208918	0.948934911243	390.0	6.0	3997.52701402	0
0.960946745562	255.0	5.0	4795.75311989	1.04272189349	1361.0	37.0	6009.33649408	1
0.970236686391	134.0	4.0	1810.65302992	0.993846153846	1012.0	33.0	3002.96114352	1
0.966627218935	308.0	12.0	1686.31535429	0.986923076923	398.0	16.0	1635.9995223	2
0.951656804734	361.0	11.0	1400.48448116	0.923964497041	507.0	16.0	1355.78782299	2
1.0224260355	104.0	4.0	1587.78121669	0.987218934911	621.0	26.0	2301.29403692	1
0.994201183432	83.0	4.0	896.532665085	1.03786982249	746.0	30.0	1637.33697297	1
1.0401183432	100.0	4.0	418.131225531	0.960473372781	961.0	37.0	1284.77999859	1
0.997455621302	106.0	4.0	1460.48503517	0.925680473373	1237.0	40.0	2735.08871678	1
1.16425925926	83.0	1.0	530.671253695	1.16425925926	83.0	1.0	530.671253695	2
1.55611111111	633.0	7.0	2882.87077747	1.55611111111	633.0	7.0	2882.87077747	2
1.57453703704	399.0	9.0	871.996877778	1.46287037037	343.0	7.0	791.534083325	2
1.38324074074	510.0	21.0	2333.69857708	1.45638888889	134.0	7.0	1772.36339485	0
1.26861111111	336.0	5.0	3822.11353824	1.37157407407	515.0	11.0	4010.12399855	1
1.35388888889	436.0	9.0	995.653427563	1.31712962963	991.0	29.0	1479.19207733	1
1.45018518519	835.0	24.0	2460.061024	1.51851851852	645.0	21.0	2076.89894894	2
1.42064814815	652.0	27.0	3495.20459228	1.45342592593	83.0	6.0	2768.80118477	0
1.50083333333	429.0	7.0	1959.80110686	1.46259259259	571.0	13.0	2168.84808435	1
1.50805555556	236.0	9.0	473.788675849	1.48564814815	1218.0	42.0	1400.99128117	1
1.45953703704	654.0	23.0	2197.91237435	1.45611111111	1015.0	33.0	2648.48902585	1
1.37546296296	273.0	18.0	395.593648525	1.4337037037	183.0	13.0	334.174466358	0
1.51157407407	339.0	8.0	1155.40640946	1.5375	394.0	10.0	1298.03199969	2
1.40990740741	222.0	9.0	468.476258025	1.40907407407	684.0	24.0	1327.18004029	1
1.45601851852	215.0	16.0	1259.19351604	1.48037037037	364.0	22.0	1584.07861149	1
1.52185185185	249.0	20.0	233.565839472	1.52203703704	249.0	20.0	233.655810562	2
0.954023668639	107.0	6.0	797.014879731	0.951775147929	73.0	3.0	716.162068471	0
0.988047337278	260.0	5.0	2879.00664241	1.02088757396	245.0	3.0	2826.7707765	0
0.872071005917	389.0	7.0	313.399374378	1.03568047337	376.0	5.0	266.036146578	0
1.03544378698	422.0	9.0	97.6923276181	1.0101183432	406.0	6.0	64.5722160253	0
1.0749112426	482.0	12.0	1067.3748638	0.975917159763	419.0	5.0	950.927571598	0
0.998224852071	288.0	8.0	2759.6271616	0.966686390533	215.0	5.0	2590.07245011	0
0.921952662722	197.0	6.0	2091.53370336	0.987218934911	184.0	4.0	2034.17447087	0
0.943668639053	289.0	8.0	1153.26643037	0.989289940828	292.0	6.0	1197.89237106	0
0.968165680473	280.0	8.0	3203.68792485	0.963846153846	257.0	5.0	3095.92306405	0
0.918639053254	716.0	17.0	2621.07174599	0.958284023669	573.0	12.0	2350.52691397	0
0.920769230769	445.0	9.0	3130.22391141	1.00639053254	741.0	18.0	3265.9964254	2
1.03958579882	113.0	5.0	2051.10390105	0.998579881657	384.0	17.0	2273.74627456	1
0.967869822485	477.0	8.0	1896.44197101	1.00928994083	482.0	9.0	1864.74738029	2
0.97875739645	449.0	7.0	5719.40096513	0.965029585799	1026.0	24.0	7025.24942621	1
0.971715976331	197.0	7.0	3359.8222811	0.997396449704	985.0	27.0	4454.97869717	1
0.915976331361	85.0	5.0	1008.51536037	1.02662721893	398.0	17.0	1304.49841006	1
1.03479289941	853.0	12.0	4106.02117775	0.981715976331	720.0	10.0	3008.40131438	2
0.954911242604	312.0	7.0	3141.70399937	1.0150295858	679.0	22.0	3809.26299153	1
0.930828402367	788.0	10.0	6518.77195266	0.935976331361	893.0	17.0	6369.49260223	2
0.972781065089	806.0	10.0	3862.63489868	0.954201183432	773.0	11.0	2749.67691121	2
0.934615384615	446.0	6.0	1520.14194734	0.963905325444	540.0	13.0	1725.23476209	1
0.959822485207	374.0	10.0	4386.97312216	0.960177514793	693.0	22.0	4435.81517234	2
1.07112426036	672.0	8.0	4040.98995784	0.995443786982	688.0	13.0	3493.5805087	2
1.01207100592	606.0	9.0	2692.38381478	0.872899408284	555.0	10.0	1923.50040327	0
0.941893491124	498.0	10.0	3382.21869586	0.915325443787	473.0	12.0	2809.88845299	2
1.03650887574	345.0	7.0	2215.0652517	0.900650887574	882.0	24.0	3118.38626651	1
0.956863905325	419.0	8.0	2038.07270296	1.01899408284	486.0	13.0	1678.23606462	2
0.98650887574	282.0	8.0	3653.10055399	1.0474556213	262.0	10.0	3221.23313013	2
0.954319526627	255.0	5.0	1178.79100203	1.00278106509	464.0	15.0	1541.9839266	1
0.922485207101	261.0	8.0	2180.17831833	0.912781065089	716.0	22.0	2683.80419135	2
0.996568047337	283.0	7.0	1659.13984544	0.959763313609	312.0	11.0	1423.628872	2
0.989112426036	150.0	5.0	727.809522132	1.02171597633	201.0	9.0	672.138394072	1
0.541458333333	2.0	0.0	1.7182344223	0.526692708333	2.0	0.0	1.57185447846	2
0.551171875	1.0	0.0	0.689006591119	0.565286458333	1.0	0.0	0.766718750001	2
0.527643229167	7.0	0.0	47.3456221475	0.509557291667	9.0	0.0	52.5786401284	2
0.547213541667	50.0	2.0	204.45939707	0.511940104167	65.0	5.0	234.732292315	1
0.5098828125	1.0	0.0	1.10713116048	0.510625	1.0	0.0	1.09254334242	2
0.526158854167	65.0	1.0	1970.95906141	0.560950520833	83.0	1.0	1982.0431026	1
0.526731770833	79.0	2.0	3112.07995654	0.544166666667	106.0	3.0	3154.3099057	1
0.536067708333	107.0	3.0	1688.65233333	0.536236979167	137.0	5.0	1729.32249115	1
0.525611979167	1.0	0.0	0.977543486871	0.540377604167	1.0	0.0	1.04378248427	2
0.5405078125	162.0	3.0	5162.48620422	0.52828125	158.0	3.0	5154.9222623	0
0.550299479167	189.0	4.0	4590.89840817	0.514440104167	201.0	5.0	4651.77819414	2
0.5005859375	193.0	5.0	2509.95162288	0.5268359375	205.0	5.0	2540.17957803	2
0.578997395833	1.0	0.0	1.21299165582	0.534609375	1.0	0.0	1.27318079359	2
0.521731770833	175.0	5.0	4929.92919609	0.533671875	149.0	3.0	4920.65944769	0
0.535598958333	264.0	6.0	6287.15247183	0.504479166667	189.0	4.0	6018.83050773	0
0.526653645833	241.0	6.0	6065.50046556	0.551236979167	187.0	4.0	5891.61576374	0
1.00124260355	304.0	6.0	738.200979696	0.971183431953	361.0	10.0	889.481750537	1
1.00366863905	247.0	7.0	1236.71917066	0.977100591716	443.0	17.0	1557.19736162	1
1.0125443787	352.0	7.0	2682.83405715	0.971301775148	635.0	17.0	3392.92828238	1
0.947692307692	44.0	3.0	294.668154655	0.891360946746	116.0	10.0	378.154467487	1
0.867633136095	460.0	11.0	726.344819859	0.972603550296	466.0	10.0	720.845783309	2
0.894852071006	515.0	15.0	1753.93542648	0.948284023669	435.0	10.0	1645.26339544	0
1.01130177515	579.0	20.0	3760.18747359	1.00846153846	270.0	10.0	3244.40964698	0
0.992366863905	566.0	19.0	2828.27313854	0.921775147929	212.0	7.0	2364.59771997	0
1.00869822485	506.0	8.0	1617.251793	0.987928994083	481.0	7.0	1439.33225818	0
0.994792899408	426.0	15.0	3441.84222127	1.03781065089	271.0	6.0	3105.49754119	0
1.03857988166	377.0	17.0	1116.89174966	1.02562130178	128.0	5.0	792.8195237	0
0.882899408284	489.0	19.0	1779.74462315	0.99224852071	128.0	6.0	1283.24021757	0
0.997337278107	388.0	6.0	505.866522079	0.987159763314	467.0	10.0	585.008879868	1
0.947869822485	293.0	9.0	1798.70502946	1.01017751479	346.0	14.0	1798.47302432	2
1.04325443787	89.0	5.0	418.526079913	1.0124852071	185.0	14.0	513.149289853	1
0.959112426036	120.0	5.0	1527.96765136	1.05840236686	283.0	16.0	1703.43366841	1
1.07165680473	685.0	14.0	2193.37362998	1.0149704142	1245.0	26.0	2555.98862778	2
1.01153846154	436.0	18.0	2418.32709472	1.0775147929	389.0	12.0	2422.52301929	0
0.955798816568	324.0	16.0	1238.46874689	1.14639053254	348.0	13.0	1235.39166072	0
0.971538461538	231.0	14.0	1576.38524637	0.991479289941	305.0	11.0	1577.01444438	0
0.939408284024	476.0	10.0	1531.0793309	0.92349112426	1444.0	36.0	2222.3641674	1
1.02556213018	687.0	18.0	2303.58212744	0.989467455621	1233.0	27.0	2782.31363713	2
0.986982248521	449.0	23.0	2270.12553827	0.959763313609	249.0	11.0	2124.95327859	2
0.953195266272	253.0	17.0	483.428819803	0.97	123.0	7.0	391.295055621	0
0.937041420118	1165.0	24.0	3388.47996166	1.01650887574	1836.0	35.0	3838.01833164	2
0.912840236686	624.0	21.0	2322.97252002	0.88550295858	384.0	13.0	2139.13593542	0
1.01674556213	502.0	20.0	3606.44651903	1.05668639053	359.0	12.0	3562.47086955	0
0.923136094675	241.0	16.0	1338.89314748	0.894970414201	115.0	7.0	1250.55517671	0
1.01343195266	583.0	13.0	1795.74566892	1.02544378698	1661.0	43.0	2381.39327641	1
0.92899408284	651.0	17.0	3484.89394101	0.96550295858	1465.0	36.0	4035.13862922	2
1.00218934911	479.0	15.0	2653.95796836	0.975857988166	835.0	24.0	3092.0190354	2
0.913136094675	312.0	17.0	1526.49163228	0.965621301775	383.0	14.0	1535.93194587	0
1.07165680473	685.0	14.0	2193.37362998	1.0149704142	1245.0	26.0	2555.98862778	2
1.01153846154	436.0	18.0	2418.32709472	1.0775147929	389.0	12.0	2422.52301929	0
0.955798816568	324.0	16.0	1238.46874689	1.14639053254	348.0	13.0	1235.39166072	0
0.971538461538	231.0	14.0	1576.38524637	0.991479289941	305.0	11.0	1577.01444438	0
0.939408284024	476.0	10.0	1531.0793309	0.92349112426	1444.0	36.0	2222.3641674	1
1.02556213018	687.0	18.0	2303.58212744	0.989467455621	1233.0	27.0	2782.31363713	2
0.986982248521	449.0	23.0	2270.12553827	0.959763313609	249.0	11.0	2124.95327859	2
0.953195266272	253.0	17.0	483.428819803	0.97	123.0	7.0	391.295055621	0
0.937041420118	1165.0	24.0	3388.47996166	1.01650887574	1836.0	35.0	3838.01833164	2
0.912840236686	624.0	21.0	2322.97252002	0.88550295858	384.0	13.0	2139.13593542	0
1.01674556213	502.0	20.0	3606.44651903	1.05668639053	359.0	12.0	3562.47086955	0
0.923136094675	241.0	16.0	1338.89314748	0.894970414201	115.0	7.0	1250.55517671	0
1.01343195266	583.0	13.0	1795.74566892	1.02544378698	1661.0	43.0	2381.39327641	1
0.92899408284	651.0	17.0	3484.89394101	0.96550295858	1465.0	36.0	4035.13862922	2
1.00218934911	479.0	15.0	2653.95796836	0.975857988166	835.0	24.0	3092.0190354	2
0.913136094675	312.0	17.0	1526.49163228	0.965621301775	383.0	14.0	1535.93194587	0
0.918639053254	800.0	16.0	4253.15726599	1.01520710059	242.0	4.0	3417.46536114	0
0.98	631.0	20.0	2335.5732877	0.893609467456	115.0	4.0	1537.75746726	0
1.07946745562	963.0	26.0	2830.34998074	0.977041420118	109.0	4.0	1828.5379955	0
1.04804733728	708.0	18.0	2899.39039689	0.99674556213	296.0	4.0	2268.33172024	0
0.886686390533	1846.0	27.0	8651.71942377	0.958934911243	507.0	7.0	6783.20130408	0
0.944970414201	1595.0	37.0	4529.31015148	0.992662721893	180.0	8.0	2311.13331053	0
0.97	2348.0	46.0	3696.04277475	0.994792899408	230.0	8.0	1644.07657456	0
0.973372781065	1684.0	33.0	5448.2896557	0.890295857988	477.0	7.0	3280.33837141	0
0.985562130178	229.0	5.0	491.358790953	0.945857988166	327.0	9.0	911.768722982	1
0.932840236686	48.0	3.0	353.217962463	0.99550295858	275.0	17.0	618.923398939	1
1.01029585799	93.0	3.0	464.137000959	0.995207100592	458.0	20.0	958.029861643	1
0.984319526627	112.0	3.0	25.8966887574	0.947455621302	279.0	19.0	155.747766031	1
1.02591715976	212.0	5.0	1976.79397815	0.958579881657	344.0	10.0	2468.32887014	1
0.985798816568	65.0	3.0	400.522570092	1.02331360947	426.0	21.0	849.342825794	1
0.972130177515	113.0	3.0	790.430704426	1.00863905325	524.0	20.0	1366.9143707	1
1.03130177515	126.0	4.0	13.3578186478	0.970414201183	302.0	19.0	142.857573964	1
1.01562130178	1108.0	38.0	1255.91268548	0.995621301775	457.0	13.0	729.402304608	0
1.00810650888	1073.0	39.0	1086.77250651	0.97798816568	387.0	13.0	532.671639312	0
1.0426035503	989.0	38.0	1038.69739639	1.00485207101	304.0	12.0	523.584711936	0
1.00461538462	912.0	37.0	964.191580473	0.96775147929	243.0	10.0	451.601584241	0
0.946982248521	767.0	20.0	2086.75390296	0.946213017751	2918.0	63.0	3575.08111513	1
0.928284023669	612.0	19.0	2155.67704496	1.03573964497	1956.0	47.0	3205.01149737	1
1.04633136095	601.0	23.0	1537.35345276	0.956035502959	849.0	27.0	1961.75229905	2
0.99798816568	668.0	30.0	655.549840678	0.927633136095	251.0	12.0	371.063508907	0
0.962307692308	752.0	23.0	4209.58543004	0.942840236686	1878.0	41.0	4508.79736107	2
0.935088757396	690.0	23.0	4375.93505488	1.0049704142	1613.0	34.0	4665.63720414	2
0.882899408284	447.0	22.0	2311.72389321	1.05360946746	521.0	20.0	2244.69935331	2
0.966153846154	542.0	29.0	1299.01250775	0.979349112426	206.0	11.0	1040.2211984	0
0.929112426036	562.0	23.0	1527.69642582	0.998816568047	230.0	6.0	1095.57813451	0
1.01899408284	720.0	29.0	1501.52820624	0.821597633136	214.0	7.0	974.769255572	0
0.963668639053	894.0	35.0	1865.16076154	0.974733727811	257.0	7.0	1316.25802948	0
0.968579881657	860.0	34.0	1140.80950839	0.995562130178	240.0	6.0	634.187436728	0
0.848224852071	475.0	7.0	1853.76661775	1.03366863905	547.0	11.0	1983.47552318	1
0.889644970414	457.0	9.0	5397.39391014	1.0200591716	510.0	13.0	5360.69449339	1
0.935207100592	646.0	16.0	6540.13516701	0.880828402367	508.0	13.0	6047.94544945	2
0.980414201183	437.0	13.0	5013.34776114	1.07366863905	1743.0	37.0	6311.27543064	2
0.983076923077	332.0	7.0	1582.09721529	0.922544378698	1452.0	32.0	2554.44567583	1
0.964142011834	384.0	9.0	2008.35957641	0.935917159763	251.0	8.0	1819.61047687	2
0.98325443787	448.0	15.0	3811.30990924	0.97775147929	200.0	6.0	3351.64897614	0
0.966686390533	507.0	17.0	2683.33772575	1.00224852071	708.0	16.0	2615.54148556	0
0.978579881657	524.0	8.0	1670.17111656	0.965443786982	1823.0	35.0	2950.53539118	1
1.0301183432	163.0	5.0	979.459222475	0.899053254438	1208.0	31.0	1808.84245648	1
0.893964497041	355.0	5.0	1780.13069842	0.994201183432	946.0	23.0	2239.26624926	1
0.96426035503	332.0	7.0	3556.54050579	0.96798816568	2721.0	56.0	6143.64342723	1
1.01431952663	564.0	7.0	625.810070274	0.884852071006	760.0	14.0	777.053012976	1
1.02828402367	531.0	7.0	1656.40687747	1.02881656805	1723.0	37.0	2939.14091046	1
0.934142011834	590.0	8.0	2256.30245586	0.991183431953	1779.0	33.0	3742.20691775	1
0.949822485207	513.0	8.0	4144.70966785	1.11615384615	1636.0	28.0	6432.94517087	1
0.952426035503	189.0	3.0	69.8334452575	0.980710059172	193.0	5.0	71.060545163	2
0.895147928994	123.0	5.0	1615.28817501	1.01550295858	561.0	25.0	1937.60071776	1
0.937159763314	267.0	12.0	1129.71337532	0.981360946746	173.0	9.0	925.496905917	2
0.900355029586	76.0	5.0	268.622179822	0.870473372781	16.0	2.0	216.693334911	0
0.940473372781	318.0	5.0	296.182335016	0.850828402367	319.0	6.0	266.644410336	0
0.963786982249	473.0	17.0	2949.61187108	0.98	547.0	18.0	2764.63560941	2
0.998047337278	815.0	27.0	1737.82322976	0.998816568047	147.0	5.0	859.389021407	0
0.941656804734	400.0	10.0	2156.612353	1.02520710059	263.0	5.0	1724.00544379	0
0.964142011834	287.0	4.0	394.509464917	0.976094674556	339.0	7.0	484.722286979	1
1.01142011834	249.0	9.0	3254.40356212	0.961893491124	1235.0	35.0	4467.40666036	1
0.924378698225	923.0	28.0	2732.16166127	1.01384615385	259.0	5.0	1839.35559758	0
0.921124260355	622.0	11.0	6098.83481381	0.929763313609	595.0	10.0	5869.48790825	2
1.07834319527	271.0	4.0	104.403793761	0.947100591716	276.0	6.0	105.349867788	2
1.02266272189	353.0	6.0	2062.94358866	0.925621301775	1157.0	30.0	2741.90376422	1
0.984082840237	640.0	21.0	6010.01046567	0.988639053254	224.0	13.0	5437.51844402	0
1.0224260355	682.0	10.0	8505.43938731	1.02159763314	848.0	17.0	8703.03119892	1
0.95224852071	339.0	14.0	5544.79385538	0.980295857988	254.0	11.0	5425.75201434	0
0.944319526627	355.0	15.0	720.115829712	1.00526627219	221.0	10.0	653.595547061	0
1.04692307692	263.0	9.0	2913.5285445	0.931597633136	273.0	9.0	2890.68977278	0
0.933076923077	432.0	10.0	1159.40227884	1.00597633136	683.0	28.0	1279.40740328	1
0.866153846154	509.0	10.0	3662.5606857	0.954201183432	476.0	9.0	3615.84156754	2
0.970414201183	474.0	13.0	4437.45597656	0.983195266272	438.0	11.0	4448.39136331	0
0.965384615385	266.0	13.0	861.384043062	1.01455621302	171.0	8.0	795.959041613	0
1.01485207101	824.0	23.0	2532.71706852	0.938816568047	573.0	17.0	2357.44316446	0
0.969881656805	458.0	6.0	501.334236235	1.02976331361	526.0	9.0	587.848065418	1
0.974852071006	157.0	6.0	1101.85445256	0.943727810651	298.0	17.0	1209.22234451	1
0.919408284024	640.0	11.0	4154.3195675	1.00372781065	727.0	16.0	4251.57231252	2
1.00082840237	795.0	15.0	6447.6843523	0.903136094675	805.0	14.0	6383.70728973	0
0.966982248521	311.0	6.0	1893.47792677	0.991479289941	439.0	11.0	2075.99313865	1
0.934852071006	117.0	5.0	302.863494482	0.973431952663	244.0	17.0	419.500541634	1
1.01810650888	451.0	7.0	634.87781132	0.87550295858	646.0	22.0	770.8154458	1
1.0700591716	445.0	12.0	929.630313431	0.963017751479	915.0	35.0	1184.79341626	1
0.929822485207	261.0	7.0	477.980521169	0.978579881657	239.0	5.0	399.597438269	0
1.00573964497	202.0	6.0	255.197409821	0.875857988166	198.0	5.0	209.810734425	0
